timestamp_us;ecg_value
159566621988;-0.29000
159569399765;-0.28500
159572177542;-0.27000
159574955319;-0.28000
159577733096;-0.28500
159580510873;-0.28000
159583288650;-0.28000
159586066427;-0.26500
159588844204;-0.26500
159591621981;-0.26000
159594399758;-0.26500
159597177535;-0.28000
159599955312;-0.27000
159602733089;-0.26500
159605510866;-0.26000
159608288643;-0.25500
159611066420;-0.27500
159613844197;-0.28500
159616621974;-0.27500
159619399751;-0.26500
159622177528;-0.25500
159624955305;-0.26000
159627733082;-0.27500
159630510859;-0.27000
159633288636;-0.27500
159636066413;-0.27500
159638844190;-0.26500
159641621967;-0.26000
159644399744;-0.28000
159647177521;-0.28000
159649955298;-0.27500
159652733075;-0.27500
159655510852;-0.26500
159658288629;-0.27000
159661066406;-0.27500
159663844183;-0.29500
159666621960;-0.28000
159669399737;-0.29000
159672177514;-0.27500
159674955291;-0.29000
159677733068;-0.29000
159680510845;-0.30500
159683288622;-0.30500
159686066399;-0.30000
159688844176;-0.29000
159691621953;-0.30500
159694399730;-0.30500
159697177507;-0.31500
159699955284;-0.32000
159702733061;-0.30500
159705510838;-0.30000
159708288615;-0.30500
159711066392;-0.31500
159713844169;-0.32000
159716621946;-0.31500
159719399723;-0.31500
159722177500;-0.31000
159724955277;-0.30500
159727733054;-0.32000
159730510831;-0.32500
159733288608;-0.33000
159736066385;-0.31500
159738844162;-0.31000
159741621939;-0.32000
159744399716;-0.33500
159747177493;-0.33500
159749955270;-0.32500
159752733047;-0.32500
159755510824;-0.33000
159758288601;-0.32500
159761066378;-0.33000
159763844155;-0.34000
159766621932;-0.34000
159769399709;-0.32500
159772177486;-0.32500
159774955263;-0.32500
159777733040;-0.33500
159780510817;-0.33500
159783288594;-0.33500
159786066371;-0.32000
159788844148;-0.31000
159791621925;-0.31500
159794399702;-0.32500
159797177479;-0.32000
159799955256;-0.32000
159802733033;-0.31500
159805510810;-0.30500
159808288587;-0.31500
159811066364;-0.32000
159813844141;-0.31500
159816621918;-0.31000
159819399695;-0.30000
159822177472;-0.29000
159824955249;-0.29500
159827733026;-0.29500
159830510803;-0.30000
159833288580;-0.29000
159836066357;-0.27500
159838844134;-0.25500
159841621911;-0.26000
159844399688;-0.25500
159847177465;-0.25000
159849955242;-0.24500
159852733019;-0.23500
159855510796;-0.22500
159858288573;-0.22000
159861066350;-0.22000
159863844127;-0.23000
159866621904;-0.22000
159869399681;-0.20500
159872177458;-0.22500
159874955235;-0.22500
159877733012;-0.24000
159880510789;-0.25000
159883288566;-0.24500
159886066343;-0.23000
159888844120;-0.22500
159891621897;-0.23500
159894399674;-0.25000
159897177451;-0.26000
159899955228;-0.24500
159902733005;-0.21000
159905510782;-0.21000
159908288559;-0.24500
159911066336;-0.27500
159913844113;-0.29000
159916621890;-0.29000
159919399667;-0.30000
159922177444;-0.30500
159924955221;-0.31500
159927732998;-0.32500
159930510775;-0.35500
159933288552;-0.35000
159936066329;-0.34000
159938844106;-0.32000
159941621883;-0.32500
159944399660;-0.33500
159947177437;-0.35000
159949955214;-0.35000
159952732991;-0.34000
159955510768;-0.33500
159958288545;-0.34000
159961066322;-0.34500
159963844099;-0.36000
159966621876;-0.36000
159969399653;-0.35000
159972177430;-0.34500
159974955207;-0.35000
159977732984;-0.36000
159980510761;-0.36500
159983288538;-0.36500
159986066315;-0.36500
159988844092;-0.37000
159991621869;-0.39000
159994399646;-0.44000
159997177423;-0.49000
159999955200;-0.50500
160002732977;-0.50000
160005510754;-0.54500
160008288531;-0.59000
160011066308;-0.59500
160013844085;-0.57500
160016621862;-0.52500
160019399639;-0.45500
160022177416;-0.36000
160024955193;-0.26500
160027732970;-0.17000
160030510747;-0.05000
160033288524;0.18000
160036066301;0.47000
160038844078;0.70000
160041621855;0.83500
160044399632;0.84000
160047177409;0.66000
160049955186;0.30000
160052732963;-0.10000
160055510740;-0.38500
160058288517;-0.49500
160061066294;-0.48000
160063844071;-0.43000
160066621848;-0.39000
160069399625;-0.38500
160072177402;-0.38500
160074955179;-0.39000
160077732956;-0.39000
160080510733;-0.41000
160083288510;-0.39500
160086066287;-0.38500
160088844064;-0.39500
160091621841;-0.38500
160094399618;-0.39500
160097177395;-0.41000
160099955172;-0.40000
160102732949;-0.40500
160105510726;-0.39000
160108288503;-0.38000
160111066280;-0.39000
160113844057;-0.39000
160116621834;-0.38500
160119399611;-0.39000
160122177388;-0.38000
160124955165;-0.38000
160127732942;-0.38000
160130510719;-0.40500
160133288496;-0.39500
160136066273;-0.40500
160138844050;-0.37500
160141621827;-0.38000
160144399604;-0.39500
160147177381;-0.40500
160149955158;-0.40000
160152732935;-0.40000
160155510712;-0.39500
160158288489;-0.39500
160161066266;-0.39500
160163844043;-0.40000
160166621820;-0.39000
160169399597;-0.38000
160172177374;-0.37000
160174955151;-0.37500
160177732928;-0.38500
160180510705;-0.39500
160183288482;-0.39500
160186066259;-0.38000
160188844036;-0.38000
160191621813;-0.38500
160194399590;-0.39500
160197177367;-0.40000
160199955144;-0.40500
160202732921;-0.39500
160205510698;-0.39000
160208288475;-0.39000
160211066252;-0.40500
160213844029;-0.39500
160216621806;-0.40000
160219399583;-0.39000
160222177360;-0.38500
160224955137;-0.38500
160227732914;-0.39000
160230510691;-0.41000
160233288468;-0.39000
160236066245;-0.38000
160238844022;-0.39000
160241621799;-0.38500
160244399576;-0.38500
160247177353;-0.38000
160249955130;-0.37500
160252732907;-0.36500
160255510684;-0.36000
160258288461;-0.37500
160261066238;-0.38000
160263844015;-0.39000
160266621792;-0.38000
160269399569;-0.37000
160272177346;-0.36500
160274955123;-0.37000
160277732900;-0.38500
160280510677;-0.38500
160283288454;-0.39000
160286066231;-0.37500
160288844008;-0.36500
160291621785;-0.38000
160294399562;-0.38000
160297177339;-0.40500
160299955116;-0.39500
160302732893;-0.37500
160305510670;-0.36000
160308288447;-0.37000
160311066224;-0.37000
160313844001;-0.39500
160316621778;-0.39000
160319399555;-0.38000
160322177332;-0.36000
160324955109;-0.36000
160327732886;-0.36500
160330510663;-0.36000
160333288440;-0.34000
160336066217;-0.32000
160338843994;-0.31500
160341621771;-0.31000
160344399548;-0.32000
160347177325;-0.32500
160349955102;-0.32500
160352732879;-0.32000
160355510656;-0.30000
160358288433;-0.29000
160361066210;-0.29500
160363843987;-0.29500
160366621764;-0.29000
160369399541;-0.28000
160372177318;-0.28000
160374955095;-0.29500
160377732872;-0.30000
160380510649;-0.30000
160383288426;-0.29500
160386066203;-0.28500
160388843980;-0.28000
160391621757;-0.28500
160394399534;-0.28500
160397177311;-0.31000
160399955088;-0.29500
160402732865;-0.29500
160405510642;-0.29000
160408288419;-0.29500
160411066196;-0.30000
160413843973;-0.31000
160416621750;-0.30500
160419399527;-0.30000
160422177304;-0.29500
160424955081;-0.30000
160427732858;-0.31500
160430510635;-0.32000
160433288412;-0.31500
160436066189;-0.30500
160438843966;-0.30500
160441621743;-0.29500
160444399520;-0.30500
160447177297;-0.32000
160449955074;-0.31000
160452732851;-0.30500
160455510628;-0.30000
160458288405;-0.31500
160461066182;-0.33000
160463843959;-0.33000
160466621736;-0.32000
160469399513;-0.32000
160472177290;-0.31500
160474955067;-0.33000
160477732844;-0.34000
160480510621;-0.34500
160483288398;-0.34000
160486066175;-0.33000
160488843952;-0.32000
160491621729;-0.33500
160494399506;-0.33000
160497177283;-0.35000
160499955060;-0.35000
160502732837;-0.35000
160505510614;-0.34000
160508288391;-0.36000
160511066168;-0.36500
160513843945;-0.37500
160516621722;-0.37000
160519399499;-0.36000
160522177276;-0.35500
160524955053;-0.34500
160527732830;-0.35000
160530510607;-0.36500
160533288384;-0.34500
160536066161;-0.35000
160538843938;-0.34000
160541621715;-0.34000
160544399492;-0.36000
160547177269;-0.37500
160549955046;-0.37500
160552732823;-0.36000
160555510600;-0.36000
160558288377;-0.36000
160561066154;-0.37500
160563843931;-0.38000
160566621708;-0.37500
160569399485;-0.35000
160572177262;-0.34500
160574955039;-0.34500
160577732816;-0.35500
160580510593;-0.37000
160583288370;-0.36000
160586066147;-0.35000
160588843924;-0.34000
160591621701;-0.34500
160594399478;-0.34000
160597177255;-0.36500
160599955032;-0.36500
160602732809;-0.35500
160605510586;-0.34500
160608288363;-0.35000
160611066140;-0.35000
160613843917;-0.35500
160616621694;-0.33500
160619399471;-0.32000
160622177248;-0.29500
160624955025;-0.29500
160627732802;-0.30000
160630510579;-0.30500
160633288356;-0.28500
160636066133;-0.29500
160638843910;-0.28500
160641621687;-0.28000
160644399464;-0.28000
160647177241;-0.28000
160649955018;-0.26000
160652732795;-0.24500
160655510572;-0.25000
160658288349;-0.25500
160661066126;-0.26500
160663843903;-0.27500
160666621680;-0.26500
160669399457;-0.26500
160672177234;-0.26500
160674955011;-0.26500
160677732788;-0.26500
160680510565;-0.28000
160683288342;-0.28000
160686066119;-0.27000
160688843896;-0.27000
160691621673;-0.25500
160694399450;-0.25500
160697177227;-0.27000
160699955004;-0.30000
160702732781;-0.31500
160705510558;-0.32000
160708288335;-0.33000
160711066112;-0.35000
160713843889;-0.36000
160716621666;-0.36500
160719399443;-0.36500
160722177220;-0.37500
160724954997;-0.36000
160727732774;-0.38500
160730510551;-0.38500
160733288328;-0.37500
160736066105;-0.37500
160738843882;-0.36500
160741621659;-0.36500
160744399436;-0.36000
160747177213;-0.38500
160749954990;-0.38500
160752732767;-0.38500
160755510544;-0.38500
160758288321;-0.38000
160761066098;-0.38000
160763843875;-0.39500
160766621652;-0.39500
160769399429;-0.38000
160772177206;-0.38000
160774954983;-0.38000
160777732760;-0.37500
160780510537;-0.38500
160783288314;-0.37500
160786066091;-0.38000
160788843868;-0.39000
160791621645;-0.42500
160794399422;-0.47000
160797177199;-0.50500
160799954976;-0.52000
160802732753;-0.56500
160805510530;-0.58000
160808288307;-0.54000
160811066084;-0.45000
160813843861;-0.33500
160816621638;-0.21500
160819399415;-0.03000
160822177192;0.20500
160824954969;0.48000
160827732746;0.66500
160830510523;0.78000
160833288300;0.86000
160836066077;0.87000
160838843854;0.76500
160841621631;0.56500
160844399408;0.29500
160847177185;0.03000
160849954962;-0.19500
160852732739;-0.36000
160855510516;-0.46500
160858288293;-0.52000
160861066070;-0.52500
160863843847;-0.50500
160866621624;-0.45500
160869399401;-0.42000
160872177178;-0.42000
160874954955;-0.43000
160877732732;-0.43000
160880510509;-0.42500
160883288286;-0.42500
160886066063;-0.41000
160888843840;-0.42500
160891621617;-0.42000
160894399394;-0.43500
160897177171;-0.43500
160899954948;-0.42000
160902732725;-0.42500
160905510502;-0.41000
160908288279;-0.40500
160911066056;-0.41000
160913843833;-0.43500
160916621610;-0.43000
160919399387;-0.42000
160922177164;-0.41000
160924954941;-0.41500
160927732718;-0.42500
160930510495;-0.43500
160933288272;-0.43500
160936066049;-0.42000
160938843826;-0.42500
160941621603;-0.43000
160944399380;-0.42000
160947177157;-0.44000
160949954934;-0.43000
160952732711;-0.42000
160955510488;-0.41000
160958288265;-0.41500
160961066042;-0.42500
160963843819;-0.43000
160966621596;-0.43000
160969399373;-0.43000
160972177150;-0.42000
160974954927;-0.43000
160977732704;-0.42500
160980510481;-0.42500
160983288258;-0.41000
160986066035;-0.41500
160988843812;-0.41000
160991621589;-0.43000
160994399366;-0.43000
160997177143;-0.44000
160999954920;-0.43500
161002732697;-0.43000
161005510474;-0.41500
161008288251;-0.41500
161011066028;-0.42500
161013843805;-0.43000
161016621582;-0.43000
161019399359;-0.43000
161022177136;-0.42000
161024954913;-0.42500
161027732690;-0.43000
161030510467;-0.44500
161033288244;-0.43000
161036066021;-0.43500
161038843798;-0.42500
161041621575;-0.43000
161044399352;-0.44500
161047177129;-0.44000
161049954906;-0.41500
161052732683;-0.41000
161055510460;-0.41000
161058288237;-0.41000
161061066014;-0.41500
161063843791;-0.43000
161066621568;-0.42000
161069399345;-0.41000
161072177122;-0.41000
161074954899;-0.42000
161077732676;-0.42500
161080510453;-0.44000
161083288230;-0.45000
161086066007;-0.44000
161088843784;-0.44500
161091621561;-0.44500
161094399338;-0.45000
161097177115;-0.47000
161099954892;-0.46000
161102732669;-0.46000
161105510446;-0.46500
161108288223;-0.46500
161111066000;-0.46000
161113843777;-0.47000
161116621554;-0.44000
161119399331;-0.43500
161122177108;-0.43000
161124954885;-0.42000
161127732662;-0.42000
161130510439;-0.43500
161133288216;-0.43000
161136065993;-0.41000
161138843770;-0.39000
161141621547;-0.38000
161144399324;-0.37000
161147177101;-0.38000
161149954878;-0.36000
161152732655;-0.36500
161155510432;-0.34500
161158288209;-0.35500
161161065986;-0.36000
161163843763;-0.36000
161166621540;-0.34500
161169399317;-0.33000
161172177094;-0.32000
161174954871;-0.32500
161177732648;-0.32500
161180510425;-0.32500
161183288202;-0.32000
161186065979;-0.32500
161188843756;-0.32000
161191621533;-0.32500
161194399310;-0.34500
161197177087;-0.33500
161199954864;-0.31500
161202732641;-0.31500
161205510418;-0.30000
161208288195;-0.30500
161211065972;-0.32000
161213843749;-0.32500
161216621526;-0.33000
161219399303;-0.33000
161222177080;-0.31000
161224954857;-0.33000
161227732634;-0.33500
161230510411;-0.35500
161233288188;-0.34500
161236065965;-0.33500
161238843742;-0.32500
161241621519;-0.34500
161244399296;-0.34000
161247177073;-0.35500
161249954850;-0.35000
161252732627;-0.34000
161255510404;-0.33500
161258288181;-0.33500
161261065958;-0.35000
161263843735;-0.36000
161266621512;-0.35500
161269399289;-0.34500
161272177066;-0.33000
161274954843;-0.33000
161277732620;-0.34500
161280510397;-0.37000
161283288174;-0.37500
161286065951;-0.35500
161288843728;-0.35000
161291621505;-0.34500
161294399282;-0.36000
161297177059;-0.36500
161299954836;-0.37000
161302732613;-0.37000
161305510390;-0.36500
161308288167;-0.36000
161311065944;-0.36000
161313843721;-0.36500
161316621498;-0.37500
161319399275;-0.37000
161322177052;-0.36000
161324954829;-0.36000
161327732606;-0.36500
161330510383;-0.37500
161333288160;-0.38500
161336065937;-0.38000
161338843714;-0.37500
161341621491;-0.37000
161344399268;-0.38500
161347177045;-0.39000
161349954822;-0.38500
161352732599;-0.37000
161355510376;-0.34500
161358288153;-0.35000
161361065930;-0.37000
161363843707;-0.37500
161366621484;-0.39000
161369399261;-0.37500
161372177038;-0.36500
161374954815;-0.36000
161377732592;-0.37000
161380510369;-0.38500
161383288146;-0.39000
161386065923;-0.38500
161388843700;-0.37000
161391621477;-0.36000
161394399254;-0.36500
161397177031;-0.37000
161399954808;-0.37500
161402732585;-0.36000
161405510362;-0.36500
161408288139;-0.36500
161411065916;-0.35500
161413843693;-0.37000
161416621470;-0.35000
161419399247;-0.35500
161422177024;-0.34500
161424954801;-0.35000
161427732578;-0.35000
161430510355;-0.34000
161433288132;-0.32500
161436065909;-0.32000
161438843686;-0.30500
161441621463;-0.31000
161444399240;-0.31000
161447177017;-0.31500
161449954794;-0.30500
161452732571;-0.29500
161455510348;-0.27500
161458288125;-0.28000
161461065902;-0.27000
161463843679;-0.28500
161466621456;-0.27500
161469399233;-0.27000
161472177010;-0.27000
161474954787;-0.28000
161477732564;-0.29000
161480510341;-0.30500
161483288118;-0.29000
161486065895;-0.29500
161488843672;-0.28500
161491621449;-0.29000
161494399226;-0.31000
161497177003;-0.32000
161499954780;-0.29500
161502732557;-0.27500
161505510334;-0.26500
161508288111;-0.27500
161511065888;-0.30500
161513843665;-0.34000
161516621442;-0.34000
161519399219;-0.34500
161522176996;-0.35500
161524954773;-0.37000
161527732550;-0.38000
161530510327;-0.39000
161533288104;-0.38000
161536065881;-0.37000
161538843658;-0.37000
161541621435;-0.37500
161544399212;-0.39000
161547176989;-0.40500
161549954766;-0.40000
161552732543;-0.39000
161555510320;-0.38000
161558288097;-0.38000
161561065874;-0.39000
161563843651;-0.40000
161566621428;-0.41000
161569399205;-0.40500
161572176982;-0.38500
161574954759;-0.39000
161577732536;-0.39000
161580510313;-0.39500
161583288090;-0.39000
161586065867;-0.38000
161588843644;-0.38000
161591621421;-0.38000
161594399198;-0.40000
161597176975;-0.41500
161599954752;-0.42500
161602732529;-0.45500
161605510306;-0.47500
161608288083;-0.48500
161611065860;-0.52000
161613843637;-0.56500
161616621414;-0.59000
161619399191;-0.54500
161622176968;-0.45000
161624954745;-0.34500
161627732522;-0.22000
161630510299;-0.09000
161633288076;0.11000
161636065853;0.36000
161638843630;0.59000
161641621407;0.76000
161644399184;0.83000
161647176961;0.79000
161649954738;0.63000
161652732515;0.33500
161655510292;0.00000
161658288069;-0.28000
161661065846;-0.45500
161663843623;-0.52500
161666621400;-0.49500
161669399177;-0.45000
161672176954;-0.41500
161674954731;-0.40000
161677732508;-0.40500
161680510285;-0.41500
161683288062;-0.41000
161686065839;-0.39500
161688843616;-0.39000
161691621393;-0.40000
161694399170;-0.40500
161697176947;-0.41000
161699954724;-0.42000
161702732501;-0.41500
161705510278;-0.40500
161708288055;-0.40500
161711065832;-0.40000
161713843609;-0.41500
161716621386;-0.40500
161719399163;-0.39500
161722176940;-0.40000
161724954717;-0.39000
161727732494;-0.41000
161730510271;-0.40500
161733288048;-0.40500
161736065825;-0.39500
161738843602;-0.39000
161741621379;-0.39000
161744399156;-0.40000
161747176933;-0.41000
161749954710;-0.39500
161752732487;-0.38500
161755510264;-0.39500
161758288041;-0.39500
161761065818;-0.39500
161763843595;-0.40500
161766621372;-0.39000
161769399149;-0.40000
161772176926;-0.39000
161774954703;-0.39000
161777732480;-0.38500
161780510257;-0.40500
161783288034;-0.40000
161786065811;-0.38500
161788843588;-0.38000
161791621365;-0.37500
161794399142;-0.38500
161797176919;-0.41000
161799954696;-0.40000
161802732473;-0.39000
161805510250;-0.38000
161808288027;-0.37500
161811065804;-0.38500
161813843581;-0.39000
161816621358;-0.38000
161819399135;-0.37500
161822176912;-0.37000
161824954689;-0.37500
161827732466;-0.39000
161830510243;-0.39000
161833288020;-0.39500
161836065797;-0.39000
161838843574;-0.38000
161841621351;-0.38500
161844399128;-0.38500
161847176905;-0.39000
161849954682;-0.39000
161852732459;-0.37500
161855510236;-0.37000
161858288013;-0.38000
161861065790;-0.39000
161863843567;-0.39000
161866621344;-0.39000
161869399121;-0.37500
161872176898;-0.37500
161874954675;-0.39000
161877732452;-0.38500
161880510229;-0.40500
161883288006;-0.41000
161886065783;-0.40500
161888843560;-0.40500
161891621337;-0.41500
161894399114;-0.41000
161897176891;-0.42500
161899954668;-0.41500
161902732445;-0.41500
161905510222;-0.40500
161908287999;-0.40000
161911065776;-0.41000
161913843553;-0.43000
161916621330;-0.41500
161919399107;-0.40500
161922176884;-0.39000
161924954661;-0.40500
161927732438;-0.41000
161930510215;-0.43000
161933287992;-0.42000
161936065769;-0.41000
161938843546;-0.40000
161941621323;-0.40000
161944399100;-0.40000
161947176877;-0.40500
161949954654;-0.40000
161952732431;-0.37500
161955510208;-0.35500
161958287985;-0.34000
161961065762;-0.34000
161963843539;-0.34000
161966621316;-0.32000
161969399093;-0.30500
161972176870;-0.29500
161974954647;-0.29000
161977732424;-0.29000
161980510201;-0.29500
161983287978;-0.28500
161986065755;-0.28500
161988843532;-0.27000
161991621309;-0.27500
161994399086;-0.27000
161997176863;-0.28500
161999954640;-0.27000
162002732417;-0.26000
162005510194;-0.26000
162008287971;-0.26000
162011065748;-0.27000
162013843525;-0.27500
162016621302;-0.27500
162019399079;-0.26000
162022176856;-0.26500
162024954633;-0.27000
162027732410;-0.27000
162030510187;-0.27500
162033287964;-0.27500
162036065741;-0.26500
162038843518;-0.26000
162041621295;-0.26000
162044399072;-0.27500
162047176849;-0.28000
162049954626;-0.27500
162052732403;-0.27000
162055510180;-0.26000
162058287957;-0.27000
162061065734;-0.28500
162063843511;-0.30000
162066621288;-0.28500
162069399065;-0.27000
162072176842;-0.27000
162074954619;-0.27000
162077732396;-0.28000
162080510173;-0.29000
162083287950;-0.28500
162086065727;-0.28000
162088843504;-0.28500
162091621281;-0.27000
162094399058;-0.28500
162097176835;-0.32000
162099954612;-0.32000
162102732389;-0.29500
162105510166;-0.30000
162108287943;-0.29500
162111065720;-0.30500
162113843497;-0.29500
162116621274;-0.30500
162119399051;-0.29500
162122176828;-0.28000
162124954605;-0.29000
162127732382;-0.29500
162130510159;-0.29500
162133287936;-0.29000
162136065713;-0.29500
162138843490;-0.29000
162141621267;-0.29000
162144399044;-0.30000
162147176821;-0.31000
162149954598;-0.30000
162152732375;-0.30000
162155510152;-0.29500
162158287929;-0.29500
162161065706;-0.30000
162163843483;-0.30500
162166621260;-0.30000
162169399037;-0.30000
162172176814;-0.27500
162174954591;-0.29000
162177732368;-0.29000
162180510145;-0.31000
162183287922;-0.31500
162186065699;-0.29500
162188843476;-0.29500
162191621253;-0.29500
162194399030;-0.30000
162197176807;-0.31000
162199954584;-0.29500
162202732361;-0.28500
162205510138;-0.30000
162208287915;-0.29000
162211065692;-0.30500
162213843469;-0.30500
162216621246;-0.30500
162219399023;-0.30500
162222176800;-0.27500
162224954577;-0.28500
162227732354;-0.28500
162230510131;-0.29000
162233287908;-0.30000
162236065685;-0.29000
162238843462;-0.28500
162241621239;-0.28500
162244399016;-0.28000
162247176793;-0.29500
162249954570;-0.28000
162252732347;-0.26500
162255510124;-0.24000
162258287901;-0.23000
162261065678;-0.23000
162263843455;-0.23500
162266621232;-0.22500
162269399009;-0.21500
162272176786;-0.21000
162274954563;-0.20000
162277732340;-0.19000
162280510117;-0.19000
162283287894;-0.19500
162286065671;-0.17500
162288843448;-0.17500
162291621225;-0.17000
162294399002;-0.18000
162297176779;-0.19500
162299954556;-0.20000
162302732333;-0.19500
162305510110;-0.19000
162308287887;-0.20000
162311065664;-0.20000
162313843441;-0.21000
162316621218;-0.21500
162319398995;-0.21500
162322176772;-0.19500
162324954549;-0.18000
162327732326;-0.17000
162330510103;-0.19000
162333287880;-0.20500
162336065657;-0.22500
162338843434;-0.23000
162341621211;-0.25500
162344398988;-0.26000
162347176765;-0.28500
162349954542;-0.28500
162352732319;-0.28000
162355510096;-0.27500
162358287873;-0.29000
162361065650;-0.28500
162363843427;-0.29500
162366621204;-0.30000
162369398981;-0.29500
162372176758;-0.28500
162374954535;-0.30000
162377732312;-0.29500
162380510089;-0.31000
162383287866;-0.30500
162386065643;-0.30000
162388843420;-0.29500
162391621197;-0.30000
162394398974;-0.30500
162397176751;-0.31500
162399954528;-0.31000
162402732305;-0.30500
162405510082;-0.30500
162408287859;-0.31000
162411065636;-0.30500
162413843413;-0.32500
162416621190;-0.31000
162419398967;-0.31000
162422176744;-0.31500
162424954521;-0.31500
162427732298;-0.33500
162430510075;-0.36500
162433287852;-0.39500
162436065629;-0.41500
162438843406;-0.43500
162441621183;-0.44500
162444398960;-0.48500
162447176737;-0.49000
162449954514;-0.44000
162452732291;-0.33000
162455510068;-0.18000
162458287845;-0.03500
162461065622;0.14500
162463843399;0.36500
162466621176;0.64000
162469398953;0.83500
162472176730;0.94000
162474954507;0.90500
162477732284;0.66000
162480510061;0.27500
162483287838;-0.11500
162486065615;-0.35000
162488843392;-0.41500
162491621169;-0.40000
162494398946;-0.37500
162497176723;-0.34500
162499954500;-0.34000
162502732277;-0.33500
162505510054;-0.33000
162508287831;-0.33000
162511065608;-0.34000
162513843385;-0.35500
162516621162;-0.35000
162519398939;-0.34500
162522176716;-0.34000
162524954493;-0.33500
162527732270;-0.34000
162530510047;-0.36500
162533287824;-0.35000
162536065601;-0.35000
162538843378;-0.33500
162541621155;-0.34000
162544398932;-0.35000
162547176709;-0.36000
162549954486;-0.35000
162552732263;-0.36000
162555510040;-0.35000
162558287817;-0.35000
162561065594;-0.34500
162563843371;-0.36500
162566621148;-0.35500
162569398925;-0.34500
162572176702;-0.34000
162574954479;-0.34000
162577732256;-0.36000
162580510033;-0.36000
162583287810;-0.36500
162586065587;-0.36000
162588843364;-0.33500
162591621141;-0.34000
162594398918;-0.34000
162597176695;-0.35000
162599954472;-0.35000
162602732249;-0.34000
162605510026;-0.34000
162608287803;-0.33500
162611065580;-0.34500
162613843357;-0.35000
162616621134;-0.33500
162619398911;-0.33500
162622176688;-0.34000
162624954465;-0.33500
162627732242;-0.33500
162630510019;-0.35500
162633287796;-0.35500
162636065573;-0.34500
162638843350;-0.33500
162641621127;-0.33500
162644398904;-0.34500
162647176681;-0.36000
162649954458;-0.35500
162652732235;-0.33500
162655510012;-0.33000
162658287789;-0.33500
162661065566;-0.35000
162663843343;-0.35500
162666621120;-0.34500
162669398897;-0.35500
162672176674;-0.34000
162674954451;-0.34000
162677732228;-0.34500
162680510005;-0.35000
162683287782;-0.34000
162686065559;-0.34500
162688843336;-0.34500
162691621113;-0.34000
162694398890;-0.34500
162697176667;-0.35000
162699954444;-0.34500
162702732221;-0.34000
162705509998;-0.33500
162708287775;-0.33500
162711065552;-0.35000
162713843329;-0.36000
162716621106;-0.35500
162719398883;-0.34500
162722176660;-0.35000
162724954437;-0.35000
162727732214;-0.35500
162730509991;-0.36500
162733287768;-0.35000
162736065545;-0.34500
162738843322;-0.34500
162741621099;-0.34000
162744398876;-0.34500
162747176653;-0.36500
162749954430;-0.35000
162752732207;-0.34500
162755509984;-0.34500
162758287761;-0.33500
162761065538;-0.33500
162763843315;-0.34500
162766621092;-0.31500
162769398869;-0.31000
162772176646;-0.29500
162774954423;-0.27500
162777732200;-0.28000
162780509977;-0.28500
162783287754;-0.27000
162786065531;-0.26000
162788843308;-0.25500
162791621085;-0.25000
162794398862;-0.26000
162797176639;-0.27000
162799954416;-0.24500
162802732193;-0.24000
162805509970;-0.24000
162808287747;-0.23500
162811065524;-0.25000
162813843301;-0.26000
162816621078;-0.25000
162819398855;-0.24000
162822176632;-0.23000
162824954409;-0.23000
162827732186;-0.24500
162830509963;-0.25000
162833287740;-0.25500
162836065517;-0.24000
162838843294;-0.23000
162841621071;-0.23500
162844398848;-0.24000
162847176625;-0.25500
162849954402;-0.25500
162852732179;-0.24500
162855509956;-0.24500
162858287733;-0.24000
162861065510;-0.25000
162863843287;-0.26000
162866621064;-0.26000
162869398841;-0.24000
162872176618;-0.25000
162874954395;-0.26000
162877732172;-0.25500
162880509949;-0.27000
162883287726;-0.27000
162886065503;-0.26000
162888843280;-0.27000
162891621057;-0.26500
162894398834;-0.27000
162897176611;-0.28000
162899954388;-0.27000
162902732165;-0.26500
162905509942;-0.26000
162908287719;-0.25500
162911065496;-0.26500
162913843273;-0.28000
162916621050;-0.28000
162919398827;-0.25500
162922176604;-0.25500
162924954381;-0.26500
162927732158;-0.27000
162930509935;-0.28000
162933287712;-0.27000
162936065489;-0.25500
162938843266;-0.26000
162941621043;-0.26000
162944398820;-0.27000
162947176597;-0.29000
162949954374;-0.28500
162952732151;-0.27500
162955509928;-0.28000
162958287705;-0.28000
162961065482;-0.28500
162963843259;-0.30000
162966621036;-0.29000
162969398813;-0.29000
162972176590;-0.27500
162974954367;-0.28500
162977732144;-0.28500
162980509921;-0.29500
162983287698;-0.29000
162986065475;-0.29000
162988843252;-0.27500
162991621029;-0.28000
162994398806;-0.28500
162997176583;-0.29500
162999954360;-0.30500
163002732137;-0.29500
163005509914;-0.28500
163008287691;-0.28500
163011065468;-0.29000
163013843245;-0.29500
163016621022;-0.28500
163019398799;-0.28000
163022176576;-0.28000
163024954353;-0.27500
163027732130;-0.28000
163030509907;-0.29500
163033287684;-0.29500
163036065461;-0.28500
163038843238;-0.27000
163041621015;-0.29500
163044398792;-0.29000
163047176569;-0.29500
163049954346;-0.29500
163052732123;-0.28000
163055509900;-0.28500
163058287677;-0.28000
163061065454;-0.29000
163063843231;-0.29500
163066621008;-0.27500
163069398785;-0.27000
163072176562;-0.26000
163074954339;-0.25500
163077732116;-0.24500
163080509893;-0.24000
163083287670;-0.22000
163086065447;-0.21000
163088843224;-0.21000
163091621001;-0.21000
163094398778;-0.21000
163097176555;-0.20000
163099954332;-0.19500
163102732109;-0.18000
