ts,MLII,V5
274983256338,-0.275,-0.21
274986034115,-0.285,-0.22
274988811892,-0.275,-0.23
274991589669,-0.295,-0.23
274994367446,-0.29,-0.22
274997145223,-0.275,-0.215
274999923000,-0.265,-0.215
275002700777,-0.275,-0.215
275005478554,-0.27,-0.225
275008256331,-0.26,-0.235
275011034108,-0.255,-0.225
275013811885,-0.225,-0.215
275016589662,-0.225,-0.205
275019367439,-0.22,-0.22
275022145216,-0.22,-0.22
275024922993,-0.22,-0.195
275027700770,-0.21,-0.2
275030478547,-0.2,-0.19
275033256324,-0.185,-0.185
275036034101,-0.18,-0.19
275038811878,-0.185,-0.2
275041589655,-0.175,-0.195
275044367432,-0.185,-0.17
275047145209,-0.17,-0.16
275049922986,-0.17,-0.16
275052700763,-0.18,-0.17
275055478540,-0.185,-0.175
275058256317,-0.2,-0.16
275061034094,-0.205,-0.14
275063811871,-0.19,-0.14
275066589648,-0.185,-0.155
275069367425,-0.195,-0.155
275072145202,-0.22,-0.16
275074922979,-0.235,-0.16
275077700756,-0.21,-0.15
275080478533,-0.195,-0.14
275083256310,-0.165,-0.155
275086034087,-0.16,-0.185
275088811864,-0.16,-0.19
275091589641,-0.175,-0.18
275094367418,-0.19,-0.185
275097145195,-0.21,-0.17
275099922972,-0.225,-0.185
275102700749,-0.23,-0.18
275105478526,-0.25,-0.185
275108256303,-0.26,-0.19
275111034080,-0.27,-0.175
275113811857,-0.27,-0.19
275116589634,-0.275,-0.195
275119367411,-0.28,-0.21
275122145188,-0.295,-0.21
275124922965,-0.295,-0.195
275127700742,-0.29,-0.205
275130478519,-0.285,-0.185
275133256296,-0.295,-0.195
275136034073,-0.29,-0.205
275138811850,-0.3,-0.22
275141589627,-0.305,-0.215
275144367404,-0.3,-0.195
275147145181,-0.295,-0.195
275149922958,-0.29,-0.195
275152700735,-0.285,-0.215
275155478512,-0.305,-0.215
275158256289,-0.31,-0.22
275161034066,-0.305,-0.215
275163811843,-0.305,-0.21
275166589620,-0.29,-0.21
275169367397,-0.305,-0.205
275172145174,-0.305,-0.215
275174922951,-0.31,-0.22
275177700728,-0.315,-0.22
275180478505,-0.315,-0.24
275183256282,-0.31,-0.26
275186034059,-0.325,-0.29
275188811836,-0.37,-0.335
275191589613,-0.41,-0.35
275194367390,-0.425,-0.355
275197145167,-0.445,-0.34
275199922944,-0.465,-0.26
275202700721,-0.505,-0.17
275205478498,-0.51,-0.055
275208256275,-0.46,0.06
275211034052,-0.345,0.165
275213811829,-0.195,0.285
275216589606,-0.04,0.395
275219367383,0.135,0.51
275222145160,0.37,0.585
275224922937,0.62,0.7
275227700714,0.81,0.77
275230478491,0.935,0.74
275233256268,0.995,0.56
275236034045,0.985,0.265
275238811822,0.885,-0.045
275241589599,0.62,-0.23
275244367376,0.28,-0.27
275247145153,-0.04,-0.225
275249922930,-0.27,-0.22
275252700707,-0.4,-0.235
275255478484,-0.44,-0.25
275258256261,-0.405,-0.23
275261034038,-0.345,-0.235
275263811815,-0.33,-0.23
275266589592,-0.32,-0.23
275269367369,-0.33,-0.24
275272145146,-0.335,-0.25
275274922923,-0.34,-0.25
275277700700,-0.345,-0.24
275280478477,-0.325,-0.23
275283256254,-0.33,-0.245
275286034031,-0.33,-0.25
275288811808,-0.35,-0.26
275291589585,-0.355,-0.25
275294367362,-0.35,-0.25
275297145139,-0.345,-0.235
275299922916,-0.345,-0.24
275302700693,-0.36,-0.245
275305478470,-0.365,-0.255
275308256247,-0.375,-0.255
275311034024,-0.36,-0.235
275313811801,-0.35,-0.245
275316589578,-0.355,-0.24
275319367355,-0.355,-0.25
275322145132,-0.375,-0.245
275324922909,-0.365,-0.245
275327700686,-0.355,-0.24
275330478463,-0.365,-0.235
275333256240,-0.35,-0.235
275336034017,-0.345,-0.245
275338811794,-0.36,-0.26
275341589571,-0.35,-0.245
275344367348,-0.35,-0.24
275347145125,-0.345,-0.23
275349922902,-0.34,-0.235
275352700679,-0.35,-0.25
275355478456,-0.35,-0.255
275358256233,-0.355,-0.255
275361034010,-0.345,-0.24
275363811787,-0.35,-0.23
275366589564,-0.335,-0.24
275369367341,-0.34,-0.24
275372145118,-0.345,-0.26
275374922895,-0.36,-0.245
275377700672,-0.35,-0.24
275380478449,-0.345,-0.235
275383256226,-0.35,-0.245
275386034003,-0.345,-0.245
275388811780,-0.355,-0.255
275391589557,-0.355,-0.25
275394367334,-0.35,-0.245
275397145111,-0.34,-0.245
275399922888,-0.33,-0.25
275402700665,-0.35,-0.265
275405478442,-0.355,-0.255
275408256219,-0.36,-0.255
275411033996,-0.355,-0.24
275413811773,-0.335,-0.24
275416589550,-0.33,-0.245
275419367327,-0.335,-0.26
275422145104,-0.345,-0.26
275424922881,-0.345,-0.27
275427700658,-0.34,-0.265
275430478435,-0.33,-0.255
275433256212,-0.33,-0.27
275436033989,-0.33,-0.275
275438811766,-0.35,-0.285
275441589543,-0.35,-0.29
275444367320,-0.335,-0.285
275447145097,-0.325,-0.28
275449922874,-0.33,-0.29
275452700651,-0.34,-0.3
275455478428,-0.35,-0.325
275458256205,-0.355,-0.32
275461033982,-0.355,-0.31
275463811759,-0.35,-0.305
275466589536,-0.34,-0.33
275469367313,-0.35,-0.345
275472145090,-0.35,-0.355
275474922867,-0.365,-0.355
275477700644,-0.355,-0.35
275480478421,-0.355,-0.345
275483256198,-0.35,-0.355
275486033975,-0.345,-0.365
275488811752,-0.345,-0.385
275491589529,-0.36,-0.375
275494367306,-0.355,-0.38
275497145083,-0.35,-0.375
275499922860,-0.35,-0.37
275502700637,-0.355,-0.37
275505478414,-0.37,-0.38
275508256191,-0.37,-0.38
275511033968,-0.355,-0.36
275513811745,-0.355,-0.355
275516589522,-0.345,-0.34
275519367299,-0.34,-0.345
275522145076,-0.35,-0.325
275524922853,-0.35,-0.305
275527700630,-0.35,-0.29
275530478407,-0.33,-0.27
275533256184,-0.32,-0.26
275536033961,-0.32,-0.265
275538811738,-0.32,-0.255
275541589515,-0.32,-0.24
275544367292,-0.295,-0.215
275547145069,-0.28,-0.2
275549922846,-0.27,-0.195
275552700623,-0.27,-0.2
275555478400,-0.285,-0.2
275558256177,-0.265,-0.205
275561033954,-0.27,-0.19
275563811731,-0.255,-0.165
275566589508,-0.24,-0.17
275569367285,-0.25,-0.175
275572145062,-0.255,-0.185
275574922839,-0.26,-0.175
275577700616,-0.245,-0.18
275580478393,-0.25,-0.165
275583256170,-0.24,-0.17
275586033947,-0.25,-0.18
275588811724,-0.25,-0.185
275591589501,-0.255,-0.18
275594367278,-0.25,-0.165
275597145055,-0.235,-0.155
275599922832,-0.235,-0.17
275602700609,-0.235,-0.17
275605478386,-0.235,-0.16
275608256163,-0.245,-0.165
275611033940,-0.245,-0.16
275613811717,-0.235,-0.16
275616589494,-0.245,-0.16
275619367271,-0.25,-0.165
275622145048,-0.26,-0.18
275624922825,-0.265,-0.17
275627700602,-0.25,-0.17
275630478379,-0.245,-0.165
275633256156,-0.23,-0.17
275636033933,-0.24,-0.175
275638811710,-0.26,-0.195
275641589487,-0.265,-0.185
275644367264,-0.26,-0.18
275647145041,-0.255,-0.16
275649922818,-0.25,-0.17
275652700595,-0.265,-0.175
275655478372,-0.26,-0.19
275658256149,-0.265,-0.19
275661033926,-0.265,-0.175
275663811703,-0.26,-0.175
275666589480,-0.26,-0.18
275669367257,-0.265,-0.195
275672145034,-0.285,-0.195
275674922811,-0.295,-0.19
275677700588,-0.285,-0.185
275680478365,-0.275,-0.19
275683256142,-0.28,-0.19
275686033919,-0.285,-0.195
275688811696,-0.295,-0.21
275691589473,-0.295,-0.205
275694367250,-0.295,-0.205
275697145027,-0.29,-0.18
275699922804,-0.28,-0.21
275702700581,-0.275,-0.2
275705478358,-0.29,-0.22
275708256135,-0.31,-0.225
275711033912,-0.29,-0.195
275713811689,-0.28,-0.19
275716589466,-0.28,-0.205
275719367243,-0.285,-0.21
275722145020,-0.305,-0.235
275724922797,-0.3,-0.225
275727700574,-0.3,-0.215
275730478351,-0.3,-0.21
275733256128,-0.285,-0.205
275736033905,-0.29,-0.21
275738811682,-0.3,-0.21
275741589459,-0.315,-0.215
275744367236,-0.3,-0.22
275747145013,-0.32,-0.21
275749922790,-0.32,-0.215
275752700567,-0.305,-0.21
275755478344,-0.31,-0.235
275758256121,-0.325,-0.215
275761033898,-0.31,-0.21
275763811675,-0.31,-0.205
275766589452,-0.295,-0.205
275769367229,-0.305,-0.205
275772145006,-0.3,-0.22
275774922783,-0.315,-0.215
275777700560,-0.31,-0.205
275780478337,-0.305,-0.2
275783256114,-0.3,-0.19
275786033891,-0.295,-0.2
275788811668,-0.3,-0.22
275791589445,-0.305,-0.215
275794367222,-0.295,-0.205
275797144999,-0.295,-0.21
275799922776,-0.28,-0.21
275802700553,-0.295,-0.22
275805478330,-0.305,-0.215
275808256107,-0.305,-0.215
275811033884,-0.295,-0.205
275813811661,-0.295,-0.195
275816589438,-0.295,-0.19
275819367215,-0.31,-0.195
275822144992,-0.305,-0.215
275824922769,-0.315,-0.22
275827700546,-0.3,-0.215
275830478323,-0.28,-0.21
275833256100,-0.265,-0.21
275836033877,-0.26,-0.21
275838811654,-0.26,-0.21
275841589431,-0.26,-0.2
275844367208,-0.245,-0.2
275847144985,-0.23,-0.185
275849922762,-0.225,-0.19
275852700539,-0.23,-0.205
275855478316,-0.23,-0.2
275858256093,-0.23,-0.19
275861033870,-0.205,-0.175
275863811647,-0.19,-0.17
275866589424,-0.175,-0.165
275869367201,-0.19,-0.18
275872144978,-0.205,-0.19
275874922755,-0.21,-0.185
275877700532,-0.205,-0.17
275880478309,-0.195,-0.145
275883256086,-0.205,-0.155
275886033863,-0.21,-0.155
275888811640,-0.23,-0.155
275891589417,-0.225,-0.175
275894367194,-0.205,-0.165
275897144971,-0.21,-0.15
275899922748,-0.205,-0.15
275902700525,-0.215,-0.155
275905478302,-0.21,-0.165
275908256079,-0.2,-0.18
275911033856,-0.185,-0.17
275913811633,-0.19,-0.175
275916589410,-0.225,-0.19
275919367187,-0.25,-0.19
275922144964,-0.265,-0.2
275924922741,-0.285,-0.21
275927700518,-0.295,-0.205
275930478295,-0.3,-0.195
275933256072,-0.305,-0.195
275936033849,-0.32,-0.21
275938811626,-0.34,-0.215
275941589403,-0.34,-0.22
275944367180,-0.33,-0.215
275947144957,-0.32,-0.205
275949922734,-0.32,-0.21
275952700511,-0.32,-0.21
275955478288,-0.325,-0.225
275958256065,-0.33,-0.225
275961033842,-0.33,-0.225
275963811619,-0.335,-0.215
275966589396,-0.325,-0.22
275969367173,-0.335,-0.23
275972144950,-0.335,-0.24
275974922727,-0.345,-0.225
275977700504,-0.33,-0.225
275980478281,-0.325,-0.21
275983256058,-0.325,-0.215
275986033835,-0.335,-0.23
275988811612,-0.33,-0.23
275991589389,-0.34,-0.23
275994367166,-0.315,-0.22
275997144943,-0.32,-0.215
275999922720,-0.315,-0.225
276002700497,-0.315,-0.23
276005478274,-0.33,-0.245
276008256051,-0.34,-0.245
276011033828,-0.335,-0.265
276013811605,-0.345,-0.26
276016589382,-0.36,-0.295
276019367159,-0.41,-0.325
276022144936,-0.44,-0.365
276024922713,-0.465,-0.38
276027700490,-0.475,-0.37
276030478267,-0.505,-0.285
276033256044,-0.545,-0.2
276036033821,-0.555,-0.095
276038811598,-0.505,-0.01
276041589375,-0.415,0.075
276044367152,-0.28,0.175
276047144929,-0.15,0.285
276049922706,0.025,0.395
276052700483,0.275,0.48
276055478260,0.515,0.485
276058256037,0.685,0.38
276061033814,0.785,0.125
276063811591,0.755,-0.14
276066589368,0.545,-0.295
276069367145,0.215,-0.32
276072144922,-0.14,-0.285
276074922699,-0.375,-0.27
276077700476,-0.465,-0.26
276080478253,-0.465,-0.255
276083256030,-0.41,-0.25
276086033807,-0.375,-0.255
276088811584,-0.365,-0.27
276091589361,-0.385,-0.27
276094367138,-0.375,-0.255
276097144915,-0.365,-0.26
276099922692,-0.355,-0.25
276102700469,-0.35,-0.26
276105478246,-0.365,-0.255
276108256023,-0.385,-0.265
276111033800,-0.37,-0.26
276113811577,-0.36,-0.25
276116589354,-0.35,-0.26
276119367131,-0.355,-0.26
276122144908,-0.355,-0.265
276124922685,-0.37,-0.27
276127700462,-0.355,-0.26
276130478239,-0.355,-0.245
276133256016,-0.345,-0.245
276136033793,-0.36,-0.27
276138811570,-0.365,-0.28
276141589347,-0.37,-0.27
276144367124,-0.375,-0.255
276147144901,-0.37,-0.245
276149922678,-0.375,-0.25
276152700455,-0.375,-0.26
276155478232,-0.37,-0.27
276158256009,-0.385,-0.265
276161033786,-0.37,-0.26
276163811563,-0.375,-0.26
276166589340,-0.36,-0.25
276169367117,-0.365,-0.265
276172144894,-0.375,-0.27
276174922671,-0.375,-0.255
276177700448,-0.375,-0.255
276180478225,-0.36,-0.23
276183256002,-0.345,-0.24
276186033779,-0.355,-0.255
276188811556,-0.365,-0.26
276191589333,-0.355,-0.26
276194367110,-0.35,-0.24
276197144887,-0.35,-0.245
276199922664,-0.35,-0.25
276202700441,-0.355,-0.245
276205478218,-0.37,-0.265
276208255995,-0.355,-0.26
276211033772,-0.355,-0.26
276213811549,-0.35,-0.265
276216589326,-0.345,-0.255
276219367103,-0.35,-0.265
276222144880,-0.365,-0.27
276224922657,-0.37,-0.255
276227700434,-0.355,-0.265
276230478211,-0.345,-0.255
276233255988,-0.345,-0.25
276236033765,-0.35,-0.275
276238811542,-0.37,-0.29
276241589319,-0.36,-0.28
276244367096,-0.37,-0.275
276247144873,-0.37,-0.275
276249922650,-0.355,-0.275
276252700427,-0.365,-0.275
276255478204,-0.365,-0.295
276258255981,-0.375,-0.29
276261033758,-0.37,-0.285
276263811535,-0.355,-0.285
276266589312,-0.34,-0.3
276269367089,-0.335,-0.315
276272144866,-0.355,-0.325
276274922643,-0.36,-0.32
276277700420,-0.355,-0.315
276280478197,-0.345,-0.32
276283255974,-0.335,-0.325
276286033751,-0.34,-0.335
276288811528,-0.345,-0.34
276291589305,-0.345,-0.345
276294367082,-0.35,-0.335
276297144859,-0.34,-0.34
276299922636,-0.34,-0.345
276302700413,-0.345,-0.355
276305478190,-0.37,-0.375
276308255967,-0.38,-0.385
276311033744,-0.36,-0.38
276313811521,-0.36,-0.37
276316589298,-0.355,-0.39
276319367075,-0.365,-0.385
276322144852,-0.37,-0.395
276324922629,-0.375,-0.4
276327700406,-0.36,-0.39
276330478183,-0.355,-0.375
276333255960,-0.355,-0.38
276336033737,-0.36,-0.385
276338811514,-0.365,-0.38
276341589291,-0.37,-0.38
276344367068,-0.36,-0.355
276347144845,-0.36,-0.325
276349922622,-0.345,-0.325
276352700399,-0.33,-0.32
276355478176,-0.325,-0.315
276358255953,-0.315,-0.31
276361033730,-0.29,-0.3
276363811507,-0.265,-0.27
276366589284,-0.24,-0.275
276369367061,-0.23,-0.275
276372144838,-0.22,-0.285
276374922615,-0.215,-0.28
276377700392,-0.21,-0.275
276380478169,-0.19,-0.255
276383255946,-0.18,-0.255
276386033723,-0.175,-0.265
276388811500,-0.175,-0.275
276391589277,-0.18,-0.25
276394367054,-0.15,-0.245
276397144831,-0.13,-0.23
276399922608,-0.14,-0.245
276402700385,-0.145,-0.245
276405478162,-0.155,-0.26
276408255939,-0.185,-0.27
276411033716,-0.195,-0.27
276413811493,-0.2,-0.255
276416589270,-0.21,-0.27
276419367047,-0.225,-0.26
276422144824,-0.245,-0.27
276424922601,-0.25,-0.285
276427700378,-0.245,-0.27
276430478155,-0.235,-0.255
276433255932,-0.235,-0.255
276436033709,-0.25,-0.255
276438811486,-0.23,-0.265
276441589263,-0.26,-0.27
276444367040,-0.26,-0.255
276447144817,-0.26,-0.26
276449922594,-0.265,-0.265
276452700371,-0.275,-0.265
276455478148,-0.28,-0.285
276458255925,-0.305,-0.28
276461033702,-0.295,-0.275
276463811479,-0.3,-0.235
276466589256,-0.29,-0.245
276469367033,-0.315,-0.25
276472144810,-0.33,-0.265
276474922587,-0.335,-0.265
276477700364,-0.335,-0.255
276480478141,-0.33,-0.235
276483255918,-0.335,-0.255
276486033695,-0.345,-0.27
276488811472,-0.34,-0.275
276491589249,-0.355,-0.285
276494367026,-0.35,-0.275
276497144803,-0.35,-0.26
276499922580,-0.35,-0.27
276502700357,-0.345,-0.275
276505478134,-0.36,-0.28
276508255911,-0.375,-0.275
276511033688,-0.375,-0.275
276513811465,-0.355,-0.26
276516589242,-0.36,-0.26
276519367019,-0.37,-0.285
276522144796,-0.385,-0.29
276524922573,-0.39,-0.29
276527700350,-0.385,-0.27
276530478127,-0.39,-0.255
276533255904,-0.37,-0.265
276536033681,-0.38,-0.28
276538811458,-0.375,-0.285
276541589235,-0.38,-0.29
276544367012,-0.385,-0.27
276547144789,-0.37,-0.28
276549922566,-0.365,-0.28
276552700343,-0.37,-0.3
276555478120,-0.385,-0.315
276558255897,-0.4,-0.315
276561033674,-0.42,-0.29
276563811451,-0.425,-0.27
276566589228,-0.425,-0.285
276569367005,-0.405,-0.28
276572144782,-0.385,-0.3
276574922559,-0.37,-0.295
276577700336,-0.35,-0.275
276580478113,-0.365,-0.195
276583255890,-0.37,-0.1
276586033667,-0.37,0.035
276588811444,-0.345,0.14
276591589221,-0.23,0.2
276594366998,-0.06,0.27
276597144775,0.11,0.33
276599922552,0.265,0.41
276602700329,0.435,0.47
276605478106,0.64,0.44
276608255883,0.83,0.235
276611033660,0.905,-0.095
276613811437,0.83,-0.375
276616589214,0.51,-0.495
276619366991,0.075,-0.47
276622144768,-0.275,-0.415
276624922545,-0.465,-0.345
276627700322,-0.53,-0.31
276630478099,-0.51,-0.285
276633255876,-0.455,-0.275
276636033653,-0.415,-0.285
276638811430,-0.41,-0.3
276641589207,-0.43,-0.305
276644366984,-0.405,-0.295
276647144761,-0.415,-0.295
276649922538,-0.395,-0.28
276652700315,-0.4,-0.285
276655478092,-0.405,-0.29
276658255869,-0.43,-0.285
276661033646,-0.42,-0.28
276663811423,-0.41,-0.28
276666589200,-0.405,-0.275
276669366977,-0.41,-0.285
276672144754,-0.41,-0.28
276674922531,-0.415,-0.29
276677700308,-0.42,-0.29
276680478085,-0.42,-0.275
276683255862,-0.405,-0.265
276686033639,-0.405,-0.285
276688811416,-0.43,-0.3
276691589193,-0.43,-0.305
276694366970,-0.42,-0.29
276697144747,-0.41,-0.265
276699922524,-0.4,-0.27
276702700301,-0.41,-0.29
276705478078,-0.41,-0.295
276708255855,-0.415,-0.295
276711033632,-0.415,-0.29
276713811409,-0.42,-0.29
276716589186,-0.4,-0.3
276719366963,-0.41,-0.295
276722144740,-0.415,-0.305
276724922517,-0.43,-0.29
276727700294,-0.415,-0.285
276730478071,-0.4,-0.275
276733255848,-0.405,-0.285
276736033625,-0.395,-0.29
276738811402,-0.405,-0.305
276741589179,-0.43,-0.305
276744366956,-0.415,-0.305
276747144733,-0.405,-0.28
276749922510,-0.4,-0.285
276752700287,-0.42,-0.28
276755478064,-0.425,-0.28
276758255841,-0.415,-0.29
276761033618,-0.415,-0.285
276763811395,-0.405,-0.27
276766589172,-0.395,-0.28
276769366949,-0.39,-0.295
276772144726,-0.405,-0.3
276774922503,-0.405,-0.315
276777700280,-0.395,-0.28
276780478057,-0.385,-0.295
276783255834,-0.38,-0.295
276786033611,-0.39,-0.3
276788811388,-0.395,-0.32
276791589165,-0.4,-0.32
276794366942,-0.4,-0.32
276797144719,-0.395,-0.305
276799922496,-0.385,-0.315
276802700273,-0.385,-0.31
276805478050,-0.395,-0.325
276808255827,-0.4,-0.325
276811033604,-0.405,-0.305
276813811381,-0.39,-0.305
276816589158,-0.39,-0.325
276819366935,-0.395,-0.34
276822144712,-0.4,-0.34
276824922489,-0.4,-0.355
276827700266,-0.4,-0.345
276830478043,-0.395,-0.335
276833255820,-0.39,-0.345
276836033597,-0.395,-0.36
276838811374,-0.395,-0.375
276841589151,-0.41,-0.39
276844366928,-0.4,-0.375
276847144705,-0.39,-0.38
276849922482,-0.39,-0.39
276852700259,-0.385,-0.4
276855478036,-0.395,-0.425
276858255813,-0.405,-0.43
276861033590,-0.405,-0.42
276863811367,-0.4,-0.43
276866589144,-0.4,-0.425
276869366921,-0.39,-0.44
276872144698,-0.4,-0.465
276874922475,-0.42,-0.45
276877700252,-0.41,-0.45
276880478029,-0.405,-0.43
276883255806,-0.41,-0.445
276886033583,-0.41,-0.445
276888811360,-0.415,-0.44
276891589137,-0.43,-0.435
276894366914,-0.425,-0.415
276897144691,-0.415,-0.395
276899922468,-0.41,-0.395
276902700245,-0.425,-0.39
276905478022,-0.425,-0.395
276908255799,-0.43,-0.39
276911033576,-0.425,-0.37
276913811353,-0.395,-0.36
276916589130,-0.385,-0.345
276919366907,-0.385,-0.35
276922144684,-0.395,-0.36
276924922461,-0.42,-0.35
276927700238,-0.4,-0.335
276930478015,-0.4,-0.32
276933255792,-0.39,-0.325
276936033569,-0.395,-0.33
276938811346,-0.38,-0.325
276941589123,-0.38,-0.33
276944366900,-0.37,-0.32
276947144677,-0.365,-0.31
276949922454,-0.365,-0.325
276952700231,-0.375,-0.325
276955478008,-0.39,-0.325
276958255785,-0.395,-0.345
276961033562,-0.395,-0.325
276963811339,-0.385,-0.305
276966589116,-0.38,-0.33
276969366893,-0.37,-0.33
276972144670,-0.375,-0.33
276974922447,-0.39,-0.34
276977700224,-0.39,-0.315
276980478001,-0.375,-0.305
276983255778,-0.375,-0.3
276986033555,-0.375,-0.315
276988811332,-0.375,-0.335
276991589109,-0.39,-0.33
276994366886,-0.37,-0.305
276997144663,-0.375,-0.3
276999922440,-0.365,-0.305
277002700217,-0.37,-0.3
277005477994,-0.37,-0.325
277008255771,-0.38,-0.33
277011033548,-0.38,-0.32
277013811325,-0.38,-0.315
277016589102,-0.37,-0.3
277019366879,-0.37,-0.32
277022144656,-0.395,-0.34
277024922433,-0.39,-0.34
277027700210,-0.38,-0.33
277030477987,-0.38,-0.33
277033255764,-0.38,-0.325
277036033541,-0.37,-0.335
277038811318,-0.38,-0.325
277041589095,-0.385,-0.32
277044366872,-0.39,-0.31
277047144649,-0.385,-0.3
277049922426,-0.365,-0.315
277052700203,-0.375,-0.33
277055477980,-0.395,-0.355
277058255757,-0.39,-0.34
277061033534,-0.395,-0.325
277063811311,-0.395,-0.315
277066589088,-0.375,-0.315
277069366865,-0.375,-0.315
277072144642,-0.385,-0.325
277074922419,-0.38,-0.335
277077700196,-0.37,-0.335
277080477973,-0.38,-0.325
277083255750,-0.375,-0.315
277086033527,-0.375,-0.32
277088811304,-0.375,-0.32
277091589081,-0.375,-0.345
277094366858,-0.38,-0.325
277097144635,-0.39,-0.31
277099922412,-0.38,-0.32
277102700189,-0.39,-0.335
277105477966,-0.395,-0.35
277108255743,-0.41,-0.36
277111033520,-0.39,-0.345
277113811297,-0.39,-0.34
277116589074,-0.39,-0.33
277119366851,-0.385,-0.335
277122144628,-0.39,-0.345
277124922405,-0.4,-0.355
277127700182,-0.39,-0.335
277130477959,-0.38,-0.325
277133255736,-0.37,-0.34
277136033513,-0.39,-0.355
277138811290,-0.385,-0.355
277141589067,-0.4,-0.35
277144366844,-0.4,-0.34
277147144621,-0.405,-0.315
277149922398,-0.4,-0.335
277152700175,-0.39,-0.345
277155477952,-0.38,-0.355
277158255729,-0.4,-0.355
277161033506,-0.39,-0.345
277163811283,-0.395,-0.33
277166589060,-0.385,-0.33
277169366837,-0.395,-0.35
277172144614,-0.41,-0.355
277174922391,-0.41,-0.345
277177700168,-0.41,-0.35
277180477945,-0.4,-0.345
277183255722,-0.39,-0.35
277186033499,-0.395,-0.34
277188811276,-0.405,-0.34
277191589053,-0.41,-0.35
277194366830,-0.415,-0.345
277197144607,-0.395,-0.33
277199922384,-0.385,-0.33
277202700161,-0.39,-0.34
277205477938,-0.405,-0.355
277208255715,-0.41,-0.335
277211033492,-0.4,-0.33
277213811269,-0.39,-0.325
277216589046,-0.39,-0.34
277219366823,-0.39,-0.35
277222144600,-0.39,-0.35
277224922377,-0.41,-0.36
277227700154,-0.415,-0.35
277230477931,-0.395,-0.335
277233255708,-0.39,-0.33
277236033485,-0.39,-0.33
277238811262,-0.4,-0.345
277241589039,-0.41,-0.35
277244366816,-0.41,-0.34
277247144593,-0.395,-0.33
277249922370,-0.38,-0.34
277252700147,-0.39,-0.335
277255477924,-0.41,-0.34
277258255701,-0.41,-0.33
277261033478,-0.415,-0.33
277263811255,-0.4,-0.325
277266589032,-0.39,-0.34
277269366809,-0.39,-0.35
277272144586,-0.395,-0.35
277274922363,-0.405,-0.355
277277700140,-0.4,-0.34
277280477917,-0.39,-0.33
277283255694,-0.39,-0.335
277286033471,-0.39,-0.345
277288811248,-0.405,-0.345
277291589025,-0.405,-0.345
277294366802,-0.405,-0.34
277297144579,-0.395,-0.345
277299922356,-0.395,-0.335
277302700133,-0.41,-0.35
277305477910,-0.405,-0.35
277308255687,-0.415,-0.35
277311033464,-0.405,-0.35
277313811241,-0.4,-0.33
277316589018,-0.395,-0.335
277319366795,-0.405,-0.34
277322144572,-0.4,-0.355
277324922349,-0.415,-0.345
277327700126,-0.405,-0.345
277330477903,-0.4,-0.335
277333255680,-0.39,-0.33
277336033457,-0.395,-0.335
277338811234,-0.39,-0.355
277341589011,-0.42,-0.35
277344366788,-0.395,-0.355
277347144565,-0.4,-0.345
277349922342,-0.4,-0.325
277352700119,-0.4,-0.33
277355477896,-0.395,-0.35
277358255673,-0.405,-0.35
277361033450,-0.4,-0.35
277363811227,-0.4,-0.32
277366589004,-0.385,-0.335
277369366781,-0.385,-0.335
277372144558,-0.395,-0.34
277374922335,-0.395,-0.355
277377700112,-0.4,-0.34
277380477889,-0.355,-0.32
277383255666,-0.345,-0.34
277386033443,-0.345,-0.335
277388811220,-0.34,-0.345
277391588997,-0.345,-0.35
277394366774,-0.335,-0.315
277397144551,-0.31,-0.305
277399922328,-0.29,-0.295
277402700105,-0.29,-0.315
277405477882,-0.29,-0.32
277408255659,-0.295,-0.31
277411033436,-0.295,-0.305
277413811213,-0.29,-0.295
277416588990,-0.275,-0.295
277419366767,-0.29,-0.29
277422144544,-0.315,-0.3
277424922321,-0.32,-0.3
277427700098,-0.31,-0.3
277430477875,-0.305,-0.285
277433255652,-0.305,-0.27
277436033429,-0.335,-0.28
277438811206,-0.335,-0.285
277441588983,-0.335,-0.295
277444366760,-0.31,-0.295
277447144537,-0.285,-0.28
277449922314,-0.275,-0.27
277452700091,-0.295,-0.29
277455477868,-0.315,-0.305
277458255645,-0.335,-0.31
277461033422,-0.335,-0.3
277463811199,-0.33,-0.3
277466588976,-0.34,-0.285
277469366753,-0.335,-0.3
277472144530,-0.35,-0.3
277474922307,-0.38,-0.32
277477700084,-0.39,-0.315
277480477861,-0.39,-0.315
277483255638,-0.395,-0.32
277486033415,-0.4,-0.32
277488811192,-0.41,-0.33
277491588969,-0.415,-0.325
277494366746,-0.41,-0.32
277497144523,-0.395,-0.315
277499922300,-0.39,-0.32
277502700077,-0.395,-0.325
277505477854,-0.41,-0.33
277508255631,-0.43,-0.33
277511033408,-0.42,-0.315
277513811185,-0.415,-0.3
277516588962,-0.42,-0.315
277519366739,-0.42,-0.32
277522144516,-0.42,-0.325
277524922293,-0.43,-0.33
277527700070,-0.43,-0.32
277530477847,-0.42,-0.305
277533255624,-0.415,-0.3
277536033401,-0.415,-0.325
277538811178,-0.415,-0.345
277541588955,-0.435,-0.37
277544366732,-0.45,-0.38
277547144509,-0.475,-0.4
277549922286,-0.495,-0.405
277552700063,-0.515,-0.39
277555477840,-0.555,-0.34
277558255617,-0.595,-0.225
277561033394,-0.575,-0.08
277563811171,-0.495,0.0
277566588948,-0.355,0.08
277569366725,-0.215,0.155
277572144502,-0.035,0.27
277574922279,0.2,0.405
277577700056,0.495,0.48
277580477833,0.73,0.41
277583255610,0.85,0.115
