timestamp_ms;ecg_value
221288.827;-0.43500
221291.605;-0.44500
221294.382;-0.46000
221297.160;-0.45500
221299.938;-0.44000
221302.716;-0.43000
221305.494;-0.43500
221308.271;-0.44000
221311.049;-0.46000
221313.827;-0.48500
221316.605;-0.51500
221319.382;-0.54500
221322.160;-0.55500
221324.938;-0.58500
221327.716;-0.63500
221330.494;-0.68000
221333.271;-0.64000
221336.049;-0.54000
221338.827;-0.43000
221341.605;-0.31500
221344.382;-0.18000
221347.160;0.02500
221349.938;0.26500
221352.716;0.51500
221355.494;0.70500
221358.271;0.79000
221361.049;0.74500
221363.827;0.53500
221366.605;0.18500
221369.382;-0.17500
221372.160;-0.45500
221374.938;-0.58500
221377.716;-0.57500
221380.494;-0.52500
221383.271;-0.48000
221386.049;-0.45500
221388.827;-0.45500
221391.605;-0.47000
221394.382;-0.47000
221397.160;-0.46000
221399.938;-0.46500
221402.716;-0.45000
221405.494;-0.45500
221408.271;-0.47000
221411.049;-0.48500
221413.827;-0.48000
221416.605;-0.46000
221419.382;-0.46000
221422.160;-0.46000
221424.938;-0.47000
221427.716;-0.48500
221430.494;-0.47500
221433.271;-0.46500
221436.049;-0.46000
221438.827;-0.46000
221441.605;-0.48000
221444.382;-0.48000
221447.160;-0.47500
221449.938;-0.47000
221452.716;-0.46000
221455.494;-0.45500
221458.271;-0.46500
221461.049;-0.47000
221463.827;-0.47000
221466.605;-0.45000
221469.382;-0.46000
221472.160;-0.46000
221474.938;-0.46000
221477.716;-0.47000
221480.494;-0.46000
221483.271;-0.45000
221486.049;-0.45000
221488.827;-0.45500
221491.605;-0.46000
221494.382;-0.47000
221497.160;-0.46000
221499.938;-0.45500
221502.716;-0.45000
221505.494;-0.45500
221508.271;-0.46000
221511.049;-0.47000
221513.827;-0.46500
221516.605;-0.46000
221519.382;-0.45500
221522.160;-0.46000
221524.938;-0.46500
221527.716;-0.46500
221530.494;-0.46000
221533.271;-0.46500
221536.049;-0.45000
221538.827;-0.46000
221541.605;-0.46500
221544.382;-0.47000
221547.160;-0.46500
221549.938;-0.46000
221552.716;-0.46000
221555.494;-0.46000
221558.271;-0.46500
221561.049;-0.46500
221563.827;-0.46500
221566.605;-0.46000
221569.382;-0.44500
221572.160;-0.44500
221574.938;-0.44500
221577.716;-0.47000
221580.494;-0.46000
221583.271;-0.45000
221586.049;-0.43500
221588.827;-0.43000
221591.605;-0.45000
221594.382;-0.46000
221597.160;-0.46000
221599.938;-0.44500
221602.716;-0.44000
221605.494;-0.45500
221608.271;-0.45500
221611.049;-0.47500
221613.827;-0.47500
221616.605;-0.47000
221619.382;-0.46500
221622.160;-0.45500
221624.938;-0.47000
221627.716;-0.48000
221630.493;-0.47500
221633.271;-0.46000
221636.049;-0.45500
221638.827;-0.45500
221641.605;-0.47000
221644.382;-0.47500
221647.160;-0.47500
221649.938;-0.46000
221652.716;-0.45500
221655.493;-0.46000
221658.271;-0.46000
221661.049;-0.46000
221663.827;-0.45000
221666.605;-0.44000
221669.382;-0.43000
221672.160;-0.42500
221674.938;-0.44000
221677.716;-0.44000
221680.493;-0.42500
221683.271;-0.41500
221686.049;-0.40000
221688.827;-0.40000
221691.605;-0.40000
221694.382;-0.41000
221697.160;-0.41000
221699.938;-0.40000
221702.716;-0.38000
221705.493;-0.38500
221708.271;-0.39500
221711.049;-0.40500
221713.827;-0.40000
221716.605;-0.38500
221719.382;-0.38000
221722.160;-0.37000
221724.938;-0.37500
221727.716;-0.38500
221730.493;-0.37500
221733.271;-0.37000
221736.049;-0.36500
221738.827;-0.37000
221741.605;-0.37000
221744.382;-0.38500
221747.160;-0.37000
221749.938;-0.37000
221752.716;-0.36000
221755.493;-0.36000
221758.271;-0.38000
221761.049;-0.39000
221763.827;-0.38500
221766.605;-0.38000
221769.382;-0.37000
221772.160;-0.38500
221774.938;-0.37500
221777.716;-0.39500
221780.493;-0.39500
221783.271;-0.39000
221786.049;-0.37500
221788.827;-0.39000
221791.605;-0.40000
221794.382;-0.42500
221797.160;-0.41500
221799.938;-0.40000
221802.716;-0.39500
221805.493;-0.39500
221808.271;-0.40500
221811.049;-0.41000
221813.827;-0.41000
221816.605;-0.40000
221819.382;-0.40500
221822.160;-0.39500
221824.938;-0.41500
221827.716;-0.42000
221830.493;-0.41000
221833.271;-0.41500
221836.049;-0.41000
221838.827;-0.41000
221841.605;-0.42500
221844.382;-0.43000
221847.160;-0.43500
221849.938;-0.43000
221852.716;-0.43500
221855.493;-0.43500
221858.271;-0.43500
221861.049;-0.45000
221863.827;-0.44500
221866.605;-0.44000
221869.382;-0.43000
221872.160;-0.44000
221874.938;-0.44500
221877.716;-0.46500
221880.493;-0.45500
221883.271;-0.45500
221886.049;-0.43500
221888.827;-0.43500
221891.605;-0.44000
221894.382;-0.45000
221897.160;-0.44500
221899.938;-0.43000
221902.716;-0.44000
221905.493;-0.43500
221908.271;-0.44000
221911.049;-0.46000
221913.827;-0.45500
221916.605;-0.46000
221919.382;-0.44000
221922.160;-0.44000
221924.938;-0.45000
221927.716;-0.46500
221930.493;-0.46000
221933.271;-0.45500
221936.049;-0.45000
221938.827;-0.45500
221941.605;-0.46000
221944.382;-0.46000
221947.160;-0.46000
221949.938;-0.45500
221952.716;-0.44500
221955.493;-0.44500
221958.271;-0.46000
221961.049;-0.46000
221963.827;-0.46000
221966.605;-0.44000
221969.382;-0.43500
221972.160;-0.43000
221974.938;-0.43000
221977.716;-0.43500
221980.493;-0.43000
221983.271;-0.41000
221986.049;-0.39500
221988.827;-0.38500
221991.605;-0.39500
221994.382;-0.39000
221997.160;-0.38500
221999.938;-0.39000
222002.716;-0.39000
222005.493;-0.39000
222008.271;-0.40500
222011.049;-0.39500
222013.827;-0.38000
222016.605;-0.35000
222019.382;-0.34500
222022.160;-0.34000
222024.938;-0.35000
222027.716;-0.36000
222030.493;-0.36500
222033.271;-0.36000
222036.049;-0.35000
222038.827;-0.36500
222041.604;-0.38000
222044.382;-0.37000
222047.160;-0.37500
222049.938;-0.37500
222052.716;-0.37000
222055.493;-0.36000
222058.271;-0.35000
222061.049;-0.35000
222063.827;-0.34000
222066.604;-0.37500
222069.382;-0.39000
222072.160;-0.40500
222074.938;-0.42500
222077.716;-0.44500
222080.493;-0.48000
222083.271;-0.47000
222086.049;-0.46000
222088.827;-0.46000
222091.604;-0.47500
222094.382;-0.49000
222097.160;-0.48500
222099.938;-0.47500
222102.716;-0.46500
222105.493;-0.47500
222108.271;-0.48500
222111.049;-0.49500
222113.827;-0.49500
222116.604;-0.50000
222119.382;-0.49000
222122.160;-0.48500
222124.938;-0.49500
222127.716;-0.50500
222130.493;-0.50000
222133.271;-0.50000
222136.049;-0.49000
222138.827;-0.48500
222141.604;-0.48000
222144.382;-0.49000
222147.160;-0.48000
222149.938;-0.48000
222152.716;-0.48000
222155.493;-0.50500
222158.271;-0.55500
222161.049;-0.59500
222163.827;-0.60500
222166.604;-0.63000
222169.382;-0.67000
222172.160;-0.69500
222174.938;-0.68500
222177.716;-0.63000
222180.493;-0.49500
222183.271;-0.36500
222186.049;-0.18000
222188.827;0.06000
222191.604;0.33000
222194.382;0.53500
222197.160;0.67000
222199.938;0.69000
222202.716;0.54000
222205.493;0.20500
222208.271;-0.16000
222211.049;-0.42500
222213.827;-0.57500
222216.604;-0.63000
222219.382;-0.62000
222222.160;-0.57000
222224.938;-0.54500
222227.716;-0.54000
222230.493;-0.54500
222233.271;-0.53000
222236.049;-0.51500
222238.827;-0.51000
222241.604;-0.52000
222244.382;-0.52500
222247.160;-0.52000
222249.938;-0.52000
222252.716;-0.50000
222255.493;-0.52500
222258.271;-0.53500
222261.049;-0.56000
222263.827;-0.55000
222266.604;-0.53000
222269.382;-0.53000
222272.160;-0.52000
222274.938;-0.53000
222277.716;-0.54000
222280.493;-0.53500
222283.271;-0.53000
222286.049;-0.53500
222288.827;-0.53500
222291.604;-0.54000
222294.382;-0.55500
222297.160;-0.55000
222299.938;-0.54000
222302.716;-0.52000
222305.493;-0.52500
222308.271;-0.53000
222311.049;-0.53000
222313.827;-0.52500
222316.604;-0.53000
222319.382;-0.52500
222322.160;-0.52500
222324.938;-0.53500
222327.716;-0.54000
222330.493;-0.54500
222333.271;-0.53500
222336.049;-0.52500
222338.827;-0.53000
222341.604;-0.55000
222344.382;-0.55500
222347.160;-0.55500
222349.938;-0.54500
222352.716;-0.53000
222355.493;-0.53000
222358.271;-0.55000
222361.049;-0.55000
222363.827;-0.54500
222366.604;-0.54000
222369.382;-0.53000
222372.160;-0.52000
222374.938;-0.52500
222377.716;-0.54000
222380.493;-0.53500
222383.271;-0.53000
222386.049;-0.53000
222388.827;-0.53000
222391.604;-0.54000
222394.382;-0.54500
222397.160;-0.54000
222399.938;-0.52500
222402.716;-0.52000
222405.493;-0.51000
222408.271;-0.53000
222411.049;-0.55000
222413.827;-0.55000
222416.604;-0.53000
222419.382;-0.52500
222422.160;-0.52000
222424.938;-0.54500
222427.715;-0.54500
222430.493;-0.54500
222433.271;-0.55000
222436.049;-0.54000
222438.827;-0.54500
222441.604;-0.54000
222444.382;-0.55000
222447.160;-0.55000
222449.938;-0.54000
222452.715;-0.54500
222455.493;-0.53500
222458.271;-0.54500
222461.049;-0.55000
222463.827;-0.55500
222466.604;-0.54500
222469.382;-0.55000
222472.160;-0.55500
222474.938;-0.57000
222477.715;-0.58000
222480.493;-0.57000
222483.271;-0.56000
222486.049;-0.55500
222488.827;-0.57500
222491.604;-0.57000
222494.382;-0.59000
222497.160;-0.59000
222499.938;-0.57500
222502.715;-0.56000
222505.493;-0.54500
222508.271;-0.54500
222511.049;-0.54500
222513.827;-0.54000
222516.604;-0.52000
222519.382;-0.51000
222522.160;-0.48500
222524.938;-0.48000
222527.715;-0.48000
222530.493;-0.47500
222533.271;-0.46000
222536.049;-0.45000
222538.827;-0.44500
222541.604;-0.45000
222544.382;-0.46000
222547.160;-0.45500
222549.938;-0.44500
222552.715;-0.43500
222555.493;-0.42500
222558.271;-0.43500
222561.049;-0.44500
222563.827;-0.45000
222566.604;-0.44500
222569.382;-0.44500
222572.160;-0.44000
222574.938;-0.43500
222577.715;-0.45500
222580.493;-0.46000
222583.271;-0.45500
222586.049;-0.45500
222588.827;-0.45000
222591.604;-0.44500
222594.382;-0.45500
222597.160;-0.44500
222599.938;-0.42500
222602.715;-0.42000
222605.493;-0.43000
222608.271;-0.43500
222611.049;-0.45000
222613.827;-0.44500
222616.604;-0.44500
222619.382;-0.44500
222622.160;-0.44500
222624.938;-0.46000
222627.715;-0.46500
222630.493;-0.45500
222633.271;-0.45000
222636.049;-0.43500
222638.827;-0.44000
222641.604;-0.44500
222644.382;-0.46000
222647.160;-0.46000
222649.938;-0.44000
222652.715;-0.43500
222655.493;-0.43500
222658.271;-0.45000
222661.049;-0.47000
222663.827;-0.47500
222666.604;-0.46500
222669.382;-0.46000
222672.160;-0.47000
222674.938;-0.47000
222677.715;-0.48500
222680.493;-0.49500
222683.271;-0.49500
222686.049;-0.48000
222688.827;-0.48000
222691.604;-0.48500
222694.382;-0.50000
222697.160;-0.49000
222699.938;-0.47500
222702.715;-0.47500
222705.493;-0.47500
222708.271;-0.48500
222711.049;-0.48500
222713.827;-0.49500
222716.604;-0.47500
222719.382;-0.46500
222722.160;-0.47000
222724.938;-0.47500
222727.715;-0.49500
222730.493;-0.49500
222733.271;-0.46500
222736.049;-0.46000
222738.827;-0.46500
222741.604;-0.48000
222744.382;-0.49500
222747.160;-0.48000
222749.938;-0.47500
222752.715;-0.46000
222755.493;-0.47000
222758.271;-0.48500
222761.049;-0.49500
222763.827;-0.50000
222766.604;-0.49500
222769.382;-0.48500
222772.160;-0.48000
222774.938;-0.48500
222777.715;-0.49000
222780.493;-0.48500
222783.271;-0.49000
222786.049;-0.48500
222788.827;-0.48500
222791.604;-0.48500
222794.382;-0.49000
222797.160;-0.50000
222799.938;-0.47500
222802.715;-0.46500
222805.493;-0.47500
222808.271;-0.48000
222811.049;-0.47500
222813.827;-0.47000
222816.604;-0.45000
222819.382;-0.42500
222822.160;-0.42000
222824.938;-0.42000
222827.715;-0.43000
222830.493;-0.42000
222833.271;-0.42000
222836.049;-0.40500
222838.826;-0.39500
222841.604;-0.40000
222844.382;-0.39500
222847.160;-0.38500
222849.938;-0.37500
222852.715;-0.36500
222855.493;-0.36500
222858.271;-0.39000
222861.049;-0.40000
222863.826;-0.40000
222866.604;-0.39000
222869.382;-0.39500
222872.160;-0.38000
222874.938;-0.39500
222877.715;-0.41000
222880.493;-0.43500
222883.271;-0.41500
222886.049;-0.38000
222888.826;-0.36000
222891.604;-0.38000
222894.382;-0.43000
222897.160;-0.43000
222899.938;-0.43000
222902.715;-0.44500
222905.493;-0.44000
222908.271;-0.47000
222911.049;-0.47500
222913.826;-0.48000
222916.604;-0.47500
222919.382;-0.47000
222922.160;-0.47500
222924.938;-0.50500
222927.715;-0.52000
222930.493;-0.52000
222933.271;-0.51500
222936.049;-0.49500
222938.826;-0.50000
222941.604;-0.49500
222944.382;-0.51500
222947.160;-0.51000
222949.938;-0.50500
222952.715;-0.50000
222955.493;-0.49500
222958.271;-0.51000
222961.049;-0.51000
222963.826;-0.51000
222966.604;-0.51000
222969.382;-0.48000
222972.160;-0.48500
222974.938;-0.49500
222977.715;-0.51500
222980.493;-0.52500
222983.271;-0.51500
222986.049;-0.51500
222988.826;-0.54500
222991.604;-0.59000
222994.382;-0.62000
222997.160;-0.64000
222999.938;-0.66500
223002.715;-0.69000
223005.493;-0.67000
223008.271;-0.62000
223011.049;-0.49500
223013.826;-0.35000
223016.604;-0.18000
223019.382;0.02500
223022.160;0.30000
223024.938;0.54000
223027.715;0.70500
223030.493;0.79000
223033.271;0.67500
223036.049;0.34000
223038.826;-0.10500
223041.604;-0.43500
223044.382;-0.60000
223047.160;-0.64000
223049.938;-0.63000
223052.715;-0.59000
223055.493;-0.55500
223058.271;-0.52000
223061.049;-0.54000
223063.826;-0.53000
223066.604;-0.53000
223069.382;-0.52000
223072.160;-0.51000
223074.938;-0.52000
223077.715;-0.53500
223080.493;-0.52000
223083.271;-0.52000
223086.049;-0.51500
223088.826;-0.51500
223091.604;-0.51500
223094.382;-0.51500
223097.160;-0.52500
223099.938;-0.51500
223102.715;-0.51000
223105.493;-0.50500
223108.271;-0.51500
223111.049;-0.52000
223113.826;-0.52000
223116.604;-0.51000
223119.382;-0.51500
223122.160;-0.51500
223124.938;-0.51000
223127.715;-0.51000
223130.493;-0.50500
223133.271;-0.50000
223136.049;-0.50000
223138.826;-0.50000
223141.604;-0.51500
223144.382;-0.52500
223147.160;-0.53000
223149.938;-0.51500
223152.715;-0.51000
223155.493;-0.50500
223158.271;-0.52000
223161.049;-0.53000
223163.826;-0.52000
223166.604;-0.51000
223169.382;-0.50500
223172.160;-0.50500
223174.938;-0.50500
223177.715;-0.51500
223180.493;-0.51000
223183.271;-0.50000
223186.049;-0.49000
223188.826;-0.50000
223191.604;-0.50000
223194.382;-0.50000
223197.160;-0.49500
223199.938;-0.49000
223202.715;-0.48500
223205.493;-0.48000
223208.271;-0.49500
223211.049;-0.50000
223213.826;-0.49500
223216.604;-0.47500
223219.382;-0.48500
223222.160;-0.48500
223224.937;-0.49000
223227.715;-0.49500
223230.493;-0.50000
223233.271;-0.49000
223236.049;-0.48000
223238.826;-0.49000
223241.604;-0.48500
223244.382;-0.51500
223247.160;-0.51000
223249.937;-0.49500
223252.715;-0.49000
223255.493;-0.50000
223258.271;-0.50500
223261.049;-0.51500
223263.826;-0.52500
223266.604;-0.52000
223269.382;-0.51000
223272.160;-0.51000
223274.937;-0.52000
223277.715;-0.53000
223280.493;-0.53000
223283.271;-0.52000
223286.049;-0.51500
223288.826;-0.51500
223291.604;-0.53500
223294.382;-0.54000
223297.160;-0.54000
223299.937;-0.53000
223302.715;-0.52000
223305.493;-0.52000
223308.271;-0.53000
223311.049;-0.54000
223313.826;-0.54000
223316.604;-0.52000
223319.382;-0.49000
223322.160;-0.48000
223324.937;-0.47500
223327.715;-0.48000
223330.493;-0.46500
223333.271;-0.45000
223336.049;-0.43000
223338.826;-0.43000
223341.604;-0.42000
223344.382;-0.42000
223347.160;-0.42000
223349.937;-0.41000
223352.715;-0.39500
223355.493;-0.38000
223358.271;-0.38000
223361.049;-0.40000
223363.826;-0.38500
223366.604;-0.37500
223369.382;-0.36000
223372.160;-0.36000
223374.937;-0.37500
223377.715;-0.38000
223380.493;-0.38500
223383.271;-0.38000
223386.049;-0.36000
223388.826;-0.37000
223391.604;-0.37000
223394.382;-0.37500
223397.160;-0.36500
223399.937;-0.35500
223402.715;-0.37000
223405.493;-0.36500
223408.271;-0.38000
223411.049;-0.38000
223413.826;-0.38500
223416.604;-0.37000
223419.382;-0.37500
223422.160;-0.37000
223424.937;-0.38000
223427.715;-0.38500
223430.493;-0.38500
223433.271;-0.37500
223436.049;-0.36500
223438.826;-0.37500
223441.604;-0.37500
223444.382;-0.39000
223447.160;-0.39000
223449.937;-0.37000
223452.715;-0.37500
223455.493;-0.36500
223458.271;-0.38000
223461.049;-0.39000
223463.826;-0.38000
223466.604;-0.38000
223469.382;-0.37500
223472.160;-0.37500
223474.937;-0.37500
223477.715;-0.39000
223480.493;-0.38500
223483.271;-0.38000
223486.049;-0.36500
223488.826;-0.37000
223491.604;-0.38000
223494.382;-0.40000
223497.160;-0.39000
223499.937;-0.37500
223502.715;-0.38000
223505.493;-0.39000
223508.271;-0.39000
223511.049;-0.39500
223513.826;-0.39000
223516.604;-0.38500
223519.382;-0.39000
223522.160;-0.39000
223524.937;-0.39000
223527.715;-0.40000
223530.493;-0.40000
223533.271;-0.40500
223536.049;-0.38500
223538.826;-0.38500
223541.604;-0.39000
223544.382;-0.40000
223547.160;-0.39000
223549.937;-0.39500
223552.715;-0.37000
223555.493;-0.38500
223558.271;-0.39000
223561.049;-0.39000
223563.826;-0.39500
223566.604;-0.38000
223569.382;-0.37500
223572.160;-0.38000
223574.937;-0.39000
223577.715;-0.39500
223580.493;-0.40000
223583.271;-0.38500
223586.049;-0.37000
223588.826;-0.37500
223591.604;-0.38500
223594.382;-0.39000
223597.160;-0.39000
223599.937;-0.38500
223602.715;-0.36500
223605.493;-0.37500
223608.271;-0.38000
223611.049;-0.38000
223613.826;-0.37500
223616.604;-0.36500
223619.382;-0.35500
223622.160;-0.35000
223624.937;-0.37000
223627.715;-0.36500
223630.493;-0.37000
223633.271;-0.35500
223636.048;-0.33500
223638.826;-0.32000
223641.604;-0.32500
223644.382;-0.32000
223647.160;-0.32000
223649.937;-0.30500
223652.715;-0.29500
223655.493;-0.29000
223658.271;-0.29500
223661.048;-0.30000
223663.826;-0.28500
223666.604;-0.27000
223669.382;-0.27500
223672.160;-0.26500
223674.937;-0.28000
223677.715;-0.27000
223680.493;-0.28500
223683.271;-0.26500
223686.048;-0.26000
223688.826;-0.27000
223691.604;-0.27500
223694.382;-0.29000
223697.160;-0.29000
223699.937;-0.28000
223702.715;-0.27000
223705.493;-0.26500
223708.271;-0.29000
223711.048;-0.30000
223713.826;-0.27500
223716.604;-0.24500
223719.382;-0.24500
223722.160;-0.29500
223724.937;-0.33000
223727.715;-0.35500
223730.493;-0.36000
223733.271;-0.36500
223736.048;-0.36500
223738.826;-0.37500
223741.604;-0.39000
223744.382;-0.40000
223747.160;-0.40000
223749.937;-0.39000
223752.715;-0.35500
223755.493;-0.38000
223758.271;-0.39500
223761.048;-0.39000
223763.826;-0.38500
223766.604;-0.38000
223769.382;-0.37500
223772.160;-0.38000
223774.937;-0.39000
223777.715;-0.40000
223780.493;-0.40000
223783.271;-0.40500
223786.048;-0.39000
223788.826;-0.39500
223791.604;-0.39000
223794.382;-0.40500
223797.160;-0.42000
223799.937;-0.41000
223802.715;-0.44500
223805.493;-0.49500
223808.271;-0.52500
223811.048;-0.54500
223813.826;-0.58500
223816.604;-0.60000
223819.382;-0.54500
223822.160;-0.43500
223824.937;-0.30000
223827.715;-0.17500
223830.493;0.03000
223833.271;0.28000
223836.048;0.57500
223838.826;0.77500
223841.604;0.89500
223844.382;0.85000
223847.160;0.57000
223849.937;0.13000
223852.715;-0.27000
223855.493;-0.50500
223858.271;-0.53500
223861.048;-0.49500
223863.826;-0.43000
223866.604;-0.40500
223869.382;-0.40000
223872.160;-0.41000
223874.937;-0.41500
223877.715;-0.42500
223880.493;-0.42000
223883.271;-0.41500
223886.048;-0.40500
223888.826;-0.41000
223891.604;-0.42500
223894.382;-0.42500
223897.160;-0.42500
223899.937;-0.42000
223902.715;-0.41500
223905.493;-0.41500
223908.271;-0.41500
223911.048;-0.43000
223913.826;-0.42000
223916.604;-0.41500
223919.382;-0.41500
223922.160;-0.41500
223924.937;-0.42500
223927.715;-0.42500
223930.493;-0.43000
223933.271;-0.43500
223936.048;-0.42000
223938.826;-0.42000
223941.604;-0.42500
223944.382;-0.43000
223947.160;-0.42500
223949.937;-0.41500
223952.715;-0.40000
223955.493;-0.41500
223958.271;-0.41500
223961.048;-0.41000
223963.826;-0.41000
223966.604;-0.40500
223969.382;-0.39000
223972.160;-0.40000
223974.937;-0.40000
223977.715;-0.41500
223980.493;-0.41500
223983.271;-0.41000
223986.048;-0.40000
223988.826;-0.40500
223991.604;-0.42000
223994.382;-0.41500
223997.160;-0.41500
223999.937;-0.41000
224002.715;-0.39000
224005.493;-0.41000
224008.271;-0.40000
224011.048;-0.41000
224013.826;-0.41000
224016.604;-0.41000
224019.382;-0.39500
224022.159;-0.39500
224024.937;-0.41000
224027.715;-0.41000
224030.493;-0.40000
224033.271;-0.39500
224036.048;-0.38500
224038.826;-0.40000
224041.604;-0.40000
224044.382;-0.41500
224047.159;-0.40500
224049.937;-0.40500
224052.715;-0.39500
224055.493;-0.40000
224058.271;-0.41000
224061.048;-0.41500
224063.826;-0.41500
224066.604;-0.41000
224069.382;-0.40000
224072.159;-0.41000
224074.937;-0.42000
224077.715;-0.43500
224080.493;-0.42000
224083.271;-0.41000
224086.048;-0.40000
224088.826;-0.40500
224091.604;-0.40500
224094.382;-0.40500
224097.159;-0.40000
224099.937;-0.40500
224102.715;-0.39000
224105.493;-0.39500
224108.271;-0.40000
224111.048;-0.40500
224113.826;-0.41000
224116.604;-0.40500
224119.382;-0.40500
224122.159;-0.39500
224124.937;-0.39500
224127.715;-0.40000
224130.493;-0.40000
224133.271;-0.38500
224136.048;-0.37500
224138.826;-0.37000
224141.604;-0.36500
224144.382;-0.37500
224147.159;-0.36000
224149.937;-0.34500
224152.715;-0.32000
224155.493;-0.33000
224158.271;-0.32000
224161.048;-0.33000
224163.826;-0.32500
224166.604;-0.32000
224169.382;-0.31000
224172.159;-0.30500
224174.937;-0.31000
224177.715;-0.31500
224180.493;-0.31500
224183.271;-0.31500
224186.048;-0.30000
224188.826;-0.30000
224191.604;-0.30500
224194.382;-0.31000
224197.159;-0.32000
224199.937;-0.31000
224202.715;-0.30000
224205.493;-0.31500
224208.271;-0.31500
224211.048;-0.32000
224213.826;-0.33000
224216.604;-0.32000
224219.382;-0.31000
224222.159;-0.31000
224224.937;-0.32500
224227.715;-0.33000
224230.493;-0.34000
224233.271;-0.32500
224236.048;-0.31000
224238.826;-0.32500
224241.604;-0.32500
224244.382;-0.33000
224247.159;-0.34000
224249.937;-0.33000
224252.715;-0.30500
224255.493;-0.32000
224258.271;-0.33000
224261.048;-0.32500
224263.826;-0.33500
224266.604;-0.32500
224269.382;-0.32000
224272.159;-0.32500
224274.937;-0.34000
224277.715;-0.34500
224280.493;-0.35000
224283.271;-0.34000
224286.048;-0.33000
224288.826;-0.34000
224291.604;-0.34500
224294.382;-0.35500
224297.159;-0.35500
224299.937;-0.35500
224302.715;-0.33500
224305.493;-0.34000
224308.271;-0.34000
224311.048;-0.36000
224313.826;-0.36500
224316.604;-0.34500
224319.382;-0.34000
224322.159;-0.35500
224324.937;-0.36000
224327.715;-0.36500
224330.493;-0.36000
224333.271;-0.36000
224336.048;-0.35500
224338.826;-0.35500
224341.604;-0.35500
224344.382;-0.35500
224347.159;-0.36000
224349.937;-0.35500
224352.715;-0.33000
224355.493;-0.33000
224358.271;-0.35000
224361.048;-0.35500
224363.826;-0.36000
224366.604;-0.35000
224369.382;-0.34500
224372.159;-0.35500
224374.937;-0.35000
224377.715;-0.35500
224380.493;-0.36500
224383.271;-0.35000
224386.048;-0.33500
224388.826;-0.33000
224391.604;-0.34000
224394.382;-0.35000
224397.159;-0.34500
224399.937;-0.35500
224402.715;-0.34000
224405.493;-0.34500
224408.270;-0.35000
224411.048;-0.35000
224413.826;-0.34500
224416.604;-0.35500
224419.382;-0.34000
224422.159;-0.32500
224424.937;-0.33500
224427.715;-0.33500
224430.493;-0.33500
224433.270;-0.33000
224436.048;-0.30500
224438.826;-0.29500
224441.604;-0.28500
224444.382;-0.29000
224447.159;-0.29000
224449.937;-0.27000
224452.715;-0.26000
224455.493;-0.26000
224458.270;-0.26000
224461.048;-0.25500
224463.826;-0.24500
224466.604;-0.24000
224469.382;-0.21500
224472.159;-0.23000
224474.937;-0.24000
224477.715;-0.25000
224480.493;-0.25500
224483.270;-0.25500
224486.048;-0.24500
224488.826;-0.25000
224491.604;-0.25000
224494.382;-0.26500
224497.159;-0.28000
224499.937;-0.26500
224502.715;-0.23000
224505.493;-0.22500
224508.270;-0.23500
224511.048;-0.29000
224513.826;-0.31000
224516.604;-0.32000
224519.382;-0.31500
224522.159;-0.33000
224524.937;-0.35000
224527.715;-0.35500
224530.493;-0.37000
224533.270;-0.36000
224536.048;-0.35000
224538.826;-0.34500
224541.604;-0.36000
224544.382;-0.36500
224547.159;-0.38000
224549.937;-0.36500
224552.715;-0.36500
224555.493;-0.37000
224558.270;-0.38000
224561.048;-0.37500
224563.826;-0.38000
224566.604;-0.38500
224569.382;-0.36000
224572.159;-0.37500
224574.937;-0.38000
224577.715;-0.38500
224580.493;-0.38000
224583.270;-0.37500
224586.048;-0.36500
224588.826;-0.38500
224591.604;-0.38500
224594.382;-0.41000
224597.159;-0.44500
224599.937;-0.47000
224602.715;-0.50000
224605.493;-0.52000
224608.270;-0.58000
224611.048;-0.61000
224613.826;-0.57000
224616.604;-0.46000
224619.382;-0.31500
224622.159;-0.15500
224624.937;0.09000
224627.715;0.37000
224630.493;0.62000
224633.270;0.78500
224636.048;0.81500
224638.826;0.62500
224641.604;0.26000
224644.382;-0.15500
224647.159;-0.45000
224649.937;-0.55000
224652.715;-0.51000
224655.493;-0.44500
224658.270;-0.41500
224661.048;-0.41000
224663.826;-0.41000
224666.604;-0.41000
224669.382;-0.40000
224672.159;-0.40500
224674.937;-0.41000
224677.715;-0.42000
224680.493;-0.42000
224683.270;-0.42000
224686.048;-0.40000
224688.826;-0.42000
224691.604;-0.42500
224694.382;-0.42000
224697.159;-0.42000
224699.937;-0.41000
224702.715;-0.41500
224705.493;-0.41000
224708.270;-0.41000
224711.048;-0.42500
224713.826;-0.42000
224716.604;-0.41500
224719.382;-0.41000
224722.159;-0.42000
224724.937;-0.42500
224727.715;-0.41500
224730.493;-0.41000
224733.270;-0.40500
224736.048;-0.39500
224738.826;-0.39500
224741.604;-0.40500
224744.382;-0.41500
224747.159;-0.42500
224749.937;-0.42000
224752.715;-0.40500
224755.493;-0.40000
224758.270;-0.41000
224761.048;-0.42000
224763.826;-0.42000
224766.604;-0.41500
224769.382;-0.41000
224772.159;-0.41500
224774.937;-0.41500
224777.715;-0.43500
224780.493;-0.43000
224783.270;-0.42000
224786.048;-0.41500
224788.826;-0.41500
224791.604;-0.44500
224794.382;-0.43500
224797.159;-0.43000
224799.937;-0.42000
224802.715;-0.41000
224805.493;-0.41500
224808.270;-0.41000
224811.048;-0.42000
224813.826;-0.44000
224816.604;-0.41500
224819.381;-0.41000
224822.159;-0.40500
224824.937;-0.42000
